what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.5.0_22-b03",1401298142431
java.specification.name,sysinfo,,,"Java Platform API Specification",1401298142431
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1401298142431
java.specification.version,sysinfo,,,"1.5",1401298142431
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1401298142431
java.version,sysinfo,,,"1.5.0_22",1401298142431
java.vm.info,sysinfo,,,"mixed mode, sharing",1401298142431
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1401298142431
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1401298142431
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1401298142431
java.vm.specification.version,sysinfo,,,"1.0",1401298142431
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1401298142431
java.vm.version,sysinfo,,,"1.5.0_22-b03",1401298142431
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1401298167551
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401298170748
error,log,,,"Exception loading preferences from: /Testproj/.settings/org.eclipse.jdt.core.prefs.",1401298172486
error,log,,,"Exception loading preferences from: .",1401298172489
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1401298172807
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1401298172902
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401298173059
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1401298173075
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1401298173076
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401298177728
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401298203076
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.5,"org.tigris.subversion.clientadapter.javahl",1401298203290
