what,kind,bundleId,bundleVersion,description,time
java.vm.info,sysinfo,,,"mixed mode, sharing",1401301840542
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1401301840542
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1401301840542
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1401301840542
java.vm.specification.version,sysinfo,,,"1.0",1401301840542
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1401301840542
java.vm.version,sysinfo,,,"1.5.0_22-b03",1401301840542
opened,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1401301856236
opened,view,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views.ContentOutline",1401301856401
started,bundle,com.collabnet.subversion.merge,1.10.0,"com.collabnet.subversion.merge",1401301856420
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1401301856438
started,bundle,org.tigris.subversion.subclipse.ui,1.6.5,"org.tigris.subversion.subclipse.ui",1401301856484
started,bundle,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search",1401301856512
opened,view,org.eclipse.mylyn.tasks.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1401301856673
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1401301856679
activated,perspective,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.JavaPerspective",1401301856728
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1401301860987
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1401301865372
started,bundle,tv.osmosys.sdk.launching,2.2.1,"tv.osmosys.sdk.launching",1401301865493
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401301865614
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401301870066
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401301870840
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1401301870963
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1401301871028
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401301873474
