what,kind,bundleId,bundleVersion,description,time
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1401730439665
java.specification.version,sysinfo,,,"1.5",1401730439665
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1401730439665
java.version,sysinfo,,,"1.5.0_22",1401730439665
java.vm.info,sysinfo,,,"mixed mode, sharing",1401730439665
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1401730439665
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1401730439665
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1401730439665
java.vm.specification.version,sysinfo,,,"1.0",1401730439665
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1401730439665
java.vm.version,sysinfo,,,"1.5.0_22-b03",1401730439665
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401734735199
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401737705788
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1401737736163
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.5,"org.tigris.subversion.clientadapter.javahl",1401737736333
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.4,"org.tigris.subversion.clientadapter.svnkit",1401737736335
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1401737738617
started,bundle,tv.osmosys.sdk.launching,2.2.1,"tv.osmosys.sdk.launching",1401737738717
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401737738815
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1401737738911
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1401737738973
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401737740360
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401737740674
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401737743849
error,log,,,"No target selected",1401737743870
