what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544608717
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544609004
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544610206
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544612301
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544615556
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544615598
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544635968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544637972
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544639300
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544641493
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544642972
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544645094
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544648358
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544648400
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544654411
activated,view,org.eclipse.ui.views.log,1.0.100.v20090527,"org.eclipse.pde.runtime.LogView",1401544655215
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544655540
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544657097
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544658381
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544659505
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544661716
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544665040
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544665087
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401544666425
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1401544666433
