what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401701887188
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401701888647
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401701888950
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401701890337
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401701892888
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401701896165
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401701896204
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401701900969
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401701902770
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401701903701
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1401701903895
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.ide.ant",1401701904252
stopped,bundle,org.eclipse.ant.ui,3.4.0.v20090520,"org.eclipse.ant.ui",1401701904254
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1401701904255
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.java.tasks",1401701904255
stopped,bundle,org.eclipse.mylyn.java.ui,3.2.1.v20090722-0200-e3x,"org.eclipse.mylyn.java.ui",1401701904256
stopped,bundle,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit",1401701904256
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.ui",1401701904257
stopped,bundle,tv.osmosys.sdk.launching,2.2.1,"tv.osmosys.sdk.launching",1401701904257
stopped,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1401701904257
stopped,bundle,tv.osmosys.sdk.cheatsheets,2.2.1,"tv.osmosys.sdk.cheatsheets",1401701904258
stopped,bundle,tv.osmosys.sdk.perspective,2.2.1,"tv.osmosys.sdk.perspective",1401701904259
stopped,bundle,tv.osmosys.sdk.examples,2.2.1,"tv.osmosys.sdk.examples",1401701904260
stopped,bundle,tv.osmosys.sdk.ui.mhp,2.2.1,"tv.osmosys.sdk.ui.mhp",1401701904260
stopped,bundle,com.collabnet.subversion.merge,1.10.0,"com.collabnet.subversion.merge",1401701904260
